index,positive_score,tags,is_controversial,text
17,0.9,"['经典', '自由']",False,这部电影没什么好说的，史上最完美的电影，没有一秒尿尿时间！
18,1.0,"['伟大', '主题', '情感']",False,hope is a good thing
18,0.9,['希望'],False,hope is a good thing
18,0.7,"['生活', '选择']",False,hope is a good thing
18,0.9,"['恐惧', '希望', '自由']",False,hope is a good thing
18,1.0,"['执念', '自由', '希望']",False,hope is a good thing
18,0.3,"['质疑', '过度赞誉']",True,hope is a good thing
19,1.0,"['信念', '坚持', '向往']",False,明修栈道，暗渡陈仓
19,0.9,"['造梦', '希望', '震撼']",False,明修栈道，暗渡陈仓
19,0.8,"['希望', '中国电影', '内涵']",False,明修栈道，暗渡陈仓
19,0.8,"['自由', '经典台词', '回忆']",False,明修栈道，暗渡陈仓
19,0.6,"['策略', '隐喻']",False,明修栈道，暗渡陈仓
19,0.9,['感动'],False,明修栈道，暗渡陈仓
